19.0
21.0
25.0
23.0
21.0
23.0
25.0
21.0
19.0
19.0
19.0
21.0
21.0
23.0
25.0
23.0
21.0
21.0
19.0
13.0
7.0
11.0
15.0
17.0
21.0
21.0
21.0
21.0
21.0
17.0
15.0
13.0
13.0
13.0
13.0
15.0
15.0
31.0
27.0
25.0
25.0
25.0
27.0
27.0
27.0
27.0
25.0
21.0
23.0
23.0
25.0
27.0
23.0
21.0
19.0
17.0
19.0
19.0
17.0
13.0
15.0
15.0
19.0
23.0
21.0
19.0
15.0
11.0
13.0
15.0
15.0
15.0
15.0
15.0
25.0
23.0
21.0
23.0
23.0
25.0
27.0
27.0
27.0
27.0
27.0
27.0
27.0
29.0
31.0
29.0
27.0
25.0
23.0
21.0
19.0
17.0
17.0
19.0
21.0
19.0
