18.0,5.0
19.0,4.0
21.0,6.0
20.0,9.0
19.0,9.0
20.0,14.0
21.0,9.0
19.0,7.0
18.0,18.0
18.0,26.0
18.0,15.0
19.0,21.0
19.0,22.0
20.0,28.0
21.0,14.0
20.0,28.0
19.0,22.0
19.0,28.0
18.0,24.0
15.0,10.0
12.0,16.0
14.0,24.0
16.0,25.0
17.0,34.0
19.0,24.0
19.0,11.0
19.0,25.0
19.0,25.0
19.0,26.0
17.0,24.0
16.0,20.0
15.0,13.0
15.0,18.0
15.0,24.0
15.0,24.0
16.0,25.0
16.0,22.0
24.0,7.0
22.0,3.0
21.0,6.0
21.0,4.0
21.0,10.0
22.0,9.0
22.0,20.0
22.0,13.0
22.0,14.0
21.0,22.0
19.0,29.0
20.0,21.0
20.0,30.0
21.0,26.0
22.0,20.0
20.0,24.0
19.0,23.0
18.0,25.0
17.0,26.0
18.0,16.0
18.0,24.0
17.0,23.0
15.0,25.0
16.0,27.0
16.0,22.0
18.0,17.0
20.0,26.0
19.0,25.0
18.0,24.0
16.0,22.0
14.0,14.0
15.0,19.0
16.0,25.0
16.0,26.0
16.0,30.0
16.0,17.0
16.0,24.0
21.0,4.0
20.0,7.0
19.0,9.0
20.0,10.0
20.0,11.0
21.0,8.0
22.0,8.0
22.0,14.0
22.0,12.0
22.0,21.0
22.0,32.0
22.0,11.0
22.0,27.0
23.0,24.0
24.0,25.0
23.0,19.0
22.0,30.0
21.0,25.0
20.0,24.0
19.0,30.0
18.0,17.0
17.0,21.0
17.0,21.0
18.0,31.0
19.0,27.0
18.0,23.0
